,id,argument,tsne_30_x,tsne_30_y,argument_id,name,cluster_id,kp
1649,1650,"The Court of Appeal and the House of Lords also confirmed that the Army’s implied lawful authority under section 14 extended to interrogating a detained person and to recording personal details of the kind contained in the standard record form (see paragraph 41 above and also paragraphs 15, 30 and 34).",-48.885185,12.18094,1650,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
1650,1651,It is implicit in the judgments of the national courts that the retention of such details was covered by the same lawful authority derived from section 14 (see paragraph 41 in fine above).,-47.30326,10.044665,1651,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
1651,1652,"The taking and, by implication, also the retention of a photograph of the first applicant without her consent had no statutory basis but, as explained by the trial court judge and the Court of Appeal, were lawful under the common law (see paragraphs 26, 30, 39 and 40 above).",-47.77881,12.645337,1652,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
1652,1653,The impugned measures thus had a basis in domestic law.,-71.95585,-39.548943,1653,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
1653,1654,"It remains to be determined whether they were necessary in a democratic society and, in particular, whether the means employed were proportionate to the legitimate aim pursued.",-23.563421,61.915325,1654,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
1654,1655,In this connection it is not for the Court to substitute for the assessment of the national authorities its own assessment of what might be the best policy in the field of investigation of terrorist crime,-0.89951146,36.521175,1655,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
1655,1656,A certain margin of appreciation in deciding what measures to take both in general and in particular cases should be left to the national authorities.,-2.343593,39.83196,1656,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
1656,1657,"The present judgment has already adverted to the responsibility of an elected government in a democratic society to protect its citizens and its institutions against the threats posed by organised terrorism and to the special problems involved in the arrest and detention of persons suspected of terrorist-linked offences (see paragraphs 47, 51 and 58 above).",-17.917078,16.291527,1657,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
1658,1659,The domestic courts held that Mrs Murray was genuinely and honestly suspected of the commission of a terrorist-linked crime (see paragraphs 24 and 28 above).,-77.09014,-12.120079,1659,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
1660,1661,"The Court accepts that there was in principle a need both for powers of the kind granted by section 14 of the 1978 Act and, in the particular case, to enter and search the home of the Murray family in order to arrest Mrs Murray.",-54.78358,25.820086,1661,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
1661,1662,"Furthermore, the ""conditions of extreme tension"", as Lord Griffiths put it in his speech in the House of Lords, under which such arrests in Northern Ireland have to be carried out must be recognised.",-48.269386,21.356138,1662,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
1662,1663,"The Court notes the analysis of Lord Griffiths, when he said (see paragraph 33 above):
""The search cannot be limited solely to looking for the person to be arrested and must also embrace a search whose object is to secure that the arrest should be peaceable. I ... regard it as an entirely reasonable precaution that all the occupants of the house should be asked to assemble in one room. ... It is in everyone’s best interest that the arrest is peaceably effected and I am satisfied that the procedures adopted by the Army are sensible, reasonable and designed to bring about the arrest with the minimum of danger and distress to all concerned.""",-52.16248,21.806665,1663,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
1663,1664,These are legitimate considerations which go to explain and justify the manner in which the entry into and search of the applicants’ home were carried out.,-15.192723,2.9357567,1664,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
1666,1667,Neither can it be regarded as falling outside the legitimate bounds of the process of investigation of terrorist crime for the competent authorities to record and retain basic personal details concerning the arrested person or even other persons present at the time and place of arrest.,-17.87431,14.138279,1667,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
1667,1668,None of the personal details taken during the search of the family home or during Mrs Murray’s stay at the Army centre would appear to have been irrelevant to the procedures of arrest and interrogation (see paragraphs 12 to 15 above).,-72.29189,-8.8845,1668,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
1668,1669,Similar conclusions apply to the taking and retention of a photograph of Mrs Murray at the Army centre (see paragraphs 13 and 14 above).,-71.55074,-12.01701,1669,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
1669,1670,"The Court does not find that, in relation to any of the applicants, the means employed by the authorities in this regard were disproportionate to the aim pursued.",-25.753942,62.792213,1670,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
1670,1671,"In this connection too, the Court does not find that the means employed were disproportionate to the aim pursued.",-25.2016,62.561466,1671,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
1671,1672, It was not contested that the impugned measures interfered with the applicants’ exercise of their right to respect for their private and family life and their home.,-72.01486,-37.939175,1672,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
