kp,sentence_text,match_score,comment_id,sentence_id,sents_in_comment,span_start,span_end,num_tokens,argument_quality
"The applicable principles are, nonetheless, similar.","Here, however, the substantive provisions of a different Act, the Tyrol Building Regulations Act 1978, were applied.",0.9955034852,1792,0,1,0,116,17,0.4251703024
"The applicable principles are, nonetheless, similar.",The Commission observes that the basis of the rule of exhaustion.,0.995239377,1243,0,10,0,65,11,0.3153930604
"The applicable principles are, nonetheless, similar.",The Court sees no reason to depart from the general approach it has adopted in previous cases of a similar nature.,0.9939115047,1582,0,1,0,114,21,0.5185340643
"The applicable principles are, nonetheless, similar.","In addition, the examination of the case has disclosed no circumstance which, according to the generally recognised principles of international law, might have absolved the applicant from raising these complaints during the cassation proceedings.",0.9935107827,19,0,1,0,246,34,0.5796329975
"The applicable principles are, nonetheless, similar.","In addition, the examination of the case has disclosed no circumstance which, according to the generally recognised principles of international law, might have absolved the applicant from raising these complaints during the cassation proceedings.",0.9935107827,26,0,1,0,246,34,0.5796329975
"The applicable principles are, nonetheless, similar.",26) of the Convention must be applied to reflect the practical.,0.9930180311,1198,2,10,121,184,11,0.3616108298
"The applicable principles are, nonetheless, similar.","The Government contended that the rule relating to the exhaustion of domestic remedies was clearly established in international law and in the case-law of the Convention organs,",0.9922116995,221,0,1,0,177,28,0.4281696975
"The applicable principles are, nonetheless, similar.","However, that interference was in accordance with the law, the publication being authorised by section 437 (3) (c) of the Companies Act 1985.",0.9921700358,1153,0,1,0,141,23,0.5217442513
"The applicable principles are, nonetheless, similar.","indicating that the relevant principle is well-established, accessible.",0.99184376,1185,1,3,32,103,9,0.4503514469
"The applicable principles are, nonetheless, similar.",Everyone arrested or detained in accordance with the provisions of paragraph 1 (c) of this Article (art.,0.9915470481,259,4,6,423,527,17,0.3688592911
"The applicable principles are, nonetheless, similar.",refer to domestic case-law as.,0.9907926321,1185,0,3,0,30,6,0.414131552
"The applicable principles are, nonetheless, similar.",10) is directly applicable;,0.9900593162,1924,1,2,57,84,4,0.3644616604
"The applicable principles are, nonetheless, similar.","In the three civil cases discussed in my aforementioned separate opinion, the Court found that the Austrian Administrative Court met the requirements of a tribunal within the meaning of Article 6 para.",0.9887136817,1769,0,3,0,201,32,0.4220299125
"The applicable principles are, nonetheless, similar.","In the three civil cases discussed in my aforementioned separate opinion, the Court found that the Austrian Administrative Court met the requirements of a tribunal within the meaning of Article 6 para.",0.9887136817,1812,0,3,0,201,32,0.4220299125
"The applicable principles are, nonetheless, similar.",10) - as interpreted in the case-law of the European Court of Human Rights - ex officio (see paragraph 11 above).,0.9878673553,1944,1,2,220,333,20,0.4574765265
"The applicable principles are, nonetheless, similar.",The measures had been in keeping not only with the policies of the government at the time but also with relevant United Nations resolutions on development assistance.,0.9878249168,878,0,1,0,166,27,0.4963205159
"The applicable principles are, nonetheless, similar.","Indeed, under Turkish law the prosecutor was under a duty to carry out an investigation.",0.9858013988,277,0,1,0,88,15,0.4124104679
"The applicable principles are, nonetheless, similar.",In the context of the present case this interval cannot be regarded as falling outside the constraints of time imposed by the notion of promptness in Article 5 para.,0.9852085114,1645,0,3,0,165,30,0.4251584709
"The applicable principles are, nonetheless, similar.",established by the case-law of the Convention institutions on the.,0.9847858548,1370,1,3,57,123,11,0.2752146721
"The applicable principles are, nonetheless, similar.",Whether the relevant domestic law as applied to Mrs Murray ensured her a sufficient level of protection of her right to respect for her private life is a substantive issue under Article 8 (art.,0.9845893979,1685,0,2,0,193,34,0.4792980552
"The applicable principles are, nonetheless, similar.","In support of that argument he referred to the very terms of the Government's application bringing the case before the Court, in which they had declared:",0.983554244,1911,0,1,0,153,26,0.4010675251
"The applicable principles are, nonetheless, similar.",Everyone charged with a criminal offence has the following.,0.9830718637,138,7,12,402,461,9,0.4801890552
"The applicable principles are, nonetheless, similar.",protection of the rights and freedoms guaranteed by the Convention (cf.,0.9828124642,1198,4,10,259,330,11,0.3690562546
"The applicable principles are, nonetheless, similar.","2 of the Criminal Code punished homicide committed while under the influence of drink, section 5 of the Road Traffic Act punished the mere fact of driving a vehicle while intoxicated.",0.9826232791,528,1,2,89,272,31,0.4582208097
"The applicable principles are, nonetheless, similar.",within the meaning of Article 6 para.,0.981302321,1365,5,8,288,325,7,0.3242665827
"The applicable principles are, nonetheless, similar.",Section 44.1 (a) of the Courts of Justice Law applies to its full extent .,0.9804814458,1543,0,1,0,74,15,0.468247354
"The applicable principles are, nonetheless, similar.",applicant has been based on relevant and sufficient reasons and that.,0.9800422788,1295,2,5,142,211,11,0.4289291501
"The applicable principles are, nonetheless, similar.","All judges were imbued with the necessity of upholding the presumption of innocence, and automatically applied it without having to state expressly in every case that they had done so.",0.9796675444,1531,0,1,0,184,30,0.5523606539
"The applicable principles are, nonetheless, similar.","The Commission refers, on this point, to its constant case-law (see eg.",0.9794414043,173,0,7,0,71,13,0.3469133973
"The applicable principles are, nonetheless, similar.","Consequently, my starting-point is that the Greek Supreme Court, when dealing with the applicant's appeal against his conviction by the Patras Court of Appeal, in principle could and should have applied Article 10 (art.",0.9789351821,1944,0,2,0,219,35,0.3676490486
"The applicable principles are, nonetheless, similar.",(see the similar analysis by the Supreme Court of the United States of America of the function of the Federal Civil Rights Commission in the case of Hannah v. Larche (363 US 420 (1960)).,0.978456974,380,0,1,0,186,34,0.4574017823
"The applicable principles are, nonetheless, similar.","requirement that the interference be ""in accordance with the law"".",0.9784082174,1322,3,6,133,199,10,0.3829393387
"The applicable principles are, nonetheless, similar.","The Court reiterates that, according to its case-law, the relevant national ""law"", which includes both statute and common law (see, inter alia, the Sunday Times v. the United Kingdom (no.",0.9780012369,1826,0,4,0,187,31,0.3795650303
"The applicable principles are, nonetheless, similar.","being brought against a person twice under the same provision, but that.",0.9771832228,1396,3,6,87,159,12,0.4156174362
"The applicable principles are, nonetheless, similar.",hey constituted a sui generis procedure aimed at securing the unimpeded functioning of the courts and safeguarding the authority of the judiciary.,0.9769735932,1477,0,1,0,146,22,0.5546635389
"The applicable principles are, nonetheless, similar.","the police have similar powers to delay access in England and Wales,",0.9761704206,1230,1,2,8,76,12,0.4821943939
"The applicable principles are, nonetheless, similar.","In this context, the Government pointed out that the former provision had been enacted in order to comply with the UN Convention.",0.9759452939,735,0,1,0,129,22,0.4227959216
"The applicable principles are, nonetheless, similar.","26) of the Convention ""should be applied with some degree of flexibility and without excessive formalism",0.9757959843,33,1,2,46,150,16,0.6083675027
"The applicable principles are, nonetheless, similar.","property and threatening conduct are prohibited by the Criminal Code,
 in respect of which complaints could be lodged with the competent.",0.9753063321,124,1,3,64,201,21,0.480381757
"The applicable principles are, nonetheless, similar.",The Court recalls that the rule of exhaustion of domestic remedies referred to in Article 26 of the Convention (art.,0.9751999974,247,0,2,0,116,20,0.3534966111
"The applicable principles are, nonetheless, similar.","(see paragraph 20 above), had affirmed the general principle of immunity.",0.9751910567,355,1,2,110,183,11,0.4448968172
"The applicable principles are, nonetheless, similar.",The Commission concludes that the applicant has complied with the requirements of Article 26 (Art.,0.9732724428,40,0,2,0,98,15,0.3814361691
"The applicable principles are, nonetheless, similar.",the applicant's conviction being based on Articles 266 (b) and 23 (1) of the Penal Code.,0.9730010629,734,0,1,0,88,16,0.4060145915
"The applicable principles are, nonetheless, similar.","In these circumstances, the Court finds that the Assize Court violated the principle of the presumption of innocence.",0.9720315337,1548,0,1,0,117,18,0.4943180084
"The applicable principles are, nonetheless, similar.","Relying on the Commission's case-law on the question, they submitted that the complaint relating to a violation of Article 10 (art.",0.9719052911,1908,0,2,0,131,22,0.3377686143
"The applicable principles are, nonetheless, similar.",for adults and is in effect the equivalent sentence imposed on.,0.9714705348,1374,2,4,140,203,11,0.3599428535
"The applicable principles are, nonetheless, similar.","of law under the Convention, including questions concerning the.",0.9706808329,1405,1,10,66,130,9,0.3122280538
"The applicable principles are, nonetheless, similar.","The applicants have submitted, inter alia, that English law provides no enforceable right to privacy and no safeguards or limitations on the scope of investigations and reports of the kind seen in this case.",0.9701938033,1106,0,2,0,207,34,0.550056994
"The applicable principles are, nonetheless, similar.",complied with the six months' time-limit as required by Article 26.,0.967949748,1425,1,4,67,134,12,0.346996367
"The applicable principles are, nonetheless, similar.","Articles 243 and 245 of the Criminal Code, which were in force throughout Turkey, penalised the use of torture and ill-treatment for the extraction of confessions (see paragraph 24 above).",0.9668191075,225,0,1,0,188,31,0.4345449507
"The applicable principles are, nonetheless, similar.",rights which are practical and effective as opposed to theoretical and.,0.9667437673,1355,1,3,69,140,11,0.4492591023
"The applicable principles are, nonetheless, similar.",6-1) may have a degree of applicability.,0.9660852551,460,2,3,51,91,8,0.5501733422
"The applicable principles are, nonetheless, similar.","6) of the Convention enshrines this principle, and.",0.9650763869,1238,3,6,173,224,8,0.3922024369
