,id,argument,argument_id,name,argument_pegasus
1518,1519,"As a court of appeal, the Supreme Court did not have full competence to deal de novo with the case, but could only review the first instance judgment for possible legal or manifest factual errors.",1519,19.txt,The European Court of Human Rights (ECHR) has ruled that the Court of Justice of the European Union (CJEU) has no jurisdiction to hear a case brought by the UK government against the European Court of Human Rights (ECHR).
1519,1520,"It did not carry out an ab initio, independent determination of the criminal charge against the applicant for contempt of the Assize Court.",1520,19.txt,The Court of Appeal has ruled that the High Court did not have the power to make an initio determination of the criminal charge against the applicant for contempt of the Assize Court.
1520,1521,"Furthermore, the Supreme Court found that it could not interfere with the judgment of the Assize Court, accepting that that court had a margin of appreciation in imposing a sentence on the applicant.",1521,19.txt,The Supreme Court has ruled that the Court of Appeal did not have the power to vary the sentence imposed on the appellant by the Assize Court.
1521,1522,"Indeed, although the Supreme Court had the power to quash the impugned decision on the ground that the composition of the Assize Court had not been such as to guarantee its impartiality, it declined to do so.",1522,19.txt,The Court of Appeal's decision to uphold the decision of the High Court to quash the quashing of the quashing of the quashing of the quashing of the quashing of the quashing of the quashing of the quashing of the quashing of the quashing of the quashing of the
1522,1523, The Court also notes that the appeal did not have a suspensive effect on the judgment of the Assize Court.,1523,19.txt,The Court of Appeal has dismissed the appeal brought against the decision of the High Court to uphold the decision of the Court of Appeal to uphold the decision of the Court of Appeal to uphold the decision of the Court of Appeal to uphold the decision of the Court of Appeal to uphold the decision of the Court of Appeal to
1523,1524,"In this connection, it observes that the applicant’s conviction and sentence became effective under domestic criminal procedure on the same day as the delivery of the judgment by the Assize Court, i.e. on 14 February 2001.",1524,19.txt,The Court of Appeal has held that the Assize Court did not abuse its discretion when it sentenced the applicant to six months in prison.
1524,1525,"The applicant filed his appeal the next day, on 15 February 2001, whilst he was serving the five-day sentence of imprisonment.",1525,19.txt,"On 14 February 2001, the Court of Appeal found the appellant guilty of perverting the course of justice and sentenced him to five days in prison."
1525,1526,"The decision on appeal was delivered on 2 April 2001, long after the sentence had been served.",1526,19.txt,A chronology of key events:
1526,1527," In these circumstances, the Court is not convinced by the Government’s argument that any defect in the proceedings of the Assize Court was cured on appeal by the Supreme Court.",1527,19.txt,The Court of Appeal has held that the Assize Court did not have jurisdiction to hear the case because it was heard by the Supreme Court.
1527,1528,"The Court accepts that the facts, as disclosed by the minutes of the relevant proceedings and the final decision of the Assize Court, reveal that a degree of personal partiality did indeed emerge on the part of the judges during their discussion with the applicant.",1528,19.txt,"The Court of Appeal has dismissed an appeal brought by the appellant against the decision of the Assize Court, which found that the appellant's application for leave to appeal against the decision of the Assize Court should be dismissed."
1528,1529,"In conclusion, the Court considers that there has been a breach of the principle of impartiality, on the basis of both the objective and subjective tests.",1529,19.txt,The Court of Justice of the European Union (CJEU) has ruled that the Court of Justice of the European Union (CJEU) did not have the power to overturn the decision of the Court of Justice of the European Union (CJEU) to uphold the decision of the European Court of Justice (ECJ
1529,1530,"The judges had applied the presumption automatically in their decision-making process, but the facts before them had been such as to rebut that presumption.",1530,19.txt,The European Court of Human Rights (ECHR) has overturned a decision by the Court of Justice of the European Union (CJEU) that the presumption in favour of gay marriage should not apply in the UK.
1530,1531,"All judges were imbued with the necessity of upholding the presumption of innocence, and automatically applied it without having to state expressly in every case that they had done so.",1531,19.txt,"All judges were imbued with the necessity of upholding the presumption of innocence, and automatically applied it without having to state expressly in every case that they had done so."
